,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,0.0,0.50088,0.39492,0.0688,0.19236,0.25584,0.10167999999999999,0.35752,0.46636000000000005,0.49116,0.41496,0.41359999999999997,0.32232,0.51128,0.10188000000000001,0.46,0.38712,0.41636,0.4732,0.29431999999999997,0.53776,0.39640000000000003,0.0208,0.43095999999999995,0.37707999999999997,0.02796,0.2844,0.28224,0.10188000000000001,0.51008,0.2588,0.49863999999999997,0.35344000000000003,0.49488,0.27124
1,0.50088,0.0,0.23328,0.55184,0.3362,0.28416,0.44828,0.20468,0.0732,0.14348,0.10668,0.18032,0.18384,0.11164,0.44856,0.1686,0.16424,0.18376,0.050199999999999995,0.34119999999999995,0.19948,0.16884,0.52104,0.13568,0.23428000000000002,0.49784,0.2582,0.24600000000000002,0.4486,0.14632,0.25272,0.12232,0.30724,0.23084,0.24448
2,0.39492,0.23328,0.0,0.42148,0.20284,0.14068,0.30748000000000003,0.05992,0.16108,0.12516,0.1356,0.05316,0.1478,0.162,0.30756,0.08524,0.07916000000000001,0.050359999999999995,0.18324000000000001,0.132,0.14896,0.06831999999999999,0.41068,0.09776,0.01824,0.37964,0.11512,0.12624000000000002,0.30756,0.14108,0.16096,0.1442,0.07908,0.1,0.147
3,0.0688,0.55184,0.42148,0.0,0.22568000000000002,0.28876,0.114,0.39188,0.5112,0.52756,0.45988,0.44723999999999997,0.36948000000000003,0.5513600000000001,0.11392,0.4936,0.42544,0.44936,0.52032,0.3066,0.5686399999999999,0.43304000000000004,0.05192,0.46996000000000004,0.40444,0.056600000000000004,0.31836,0.32031999999999994,0.11392,0.5463600000000001,0.3024,0.53744,0.36916,0.5207200000000001,0.31332
4,0.19236,0.3362,0.20284,0.22568000000000002,0.0,0.0638,0.1144,0.16672,0.28828,0.30204000000000003,0.2376,0.22252,0.15288000000000002,0.32584,0.11460000000000001,0.26899999999999996,0.1998,0.22496,0.29960000000000003,0.12288,0.34584000000000004,0.20739999999999997,0.20884,0.24431999999999998,0.18488,0.1788,0.09308,0.09504,0.11464,0.32088,0.08412000000000001,0.31176,0.17084,0.30272,0.09176000000000001
5,0.25584,0.28416,0.14068,0.28876,0.0638,0.0,0.17604,0.10316,0.23027999999999998,0.23879999999999998,0.18108000000000002,0.1588,0.10764,0.26396000000000003,0.17620000000000002,0.20524,0.13796,0.16116,0.2438,0.09508,0.28208,0.14456,0.2726,0.18239999999999998,0.12247999999999999,0.2426,0.02964,0.0384,0.17620000000000002,0.2576,0.052160000000000005,0.24936,0.1226,0.24008,0.04896
6,0.10167999999999999,0.44828,0.30748000000000003,0.114,0.1144,0.17604,0.0,0.27888,0.40256000000000003,0.41464,0.35168,0.33387999999999995,0.26444,0.43976,0.00043999999999999996,0.38008000000000003,0.31367999999999996,0.33584,0.41336,0.19616,0.45468000000000003,0.32055999999999996,0.11108000000000001,0.3582,0.29044000000000003,0.07824,0.20568,0.2094,0.00043999999999999996,0.43335999999999997,0.19572,0.42532,0.25748,0.40684,0.20512
7,0.35752,0.20468,0.05992,0.39188,0.16672,0.10316,0.27888,0.0,0.13932,0.1358,0.09852,0.05608,0.08800000000000001,0.16304,0.27904,0.10247999999999999,0.0412,0.059000000000000004,0.1576,0.13672,0.18084,0.04292,0.37484,0.08256000000000001,0.04644,0.3454,0.07364,0.07668,0.27904,0.15452,0.10808,0.14748,0.10812,0.14644000000000001,0.09384
8,0.46636000000000005,0.0732,0.16108,0.5112,0.28828,0.23027999999999998,0.40256000000000003,0.13932,0.0,0.0786,0.05144,0.10792,0.14436,0.0616,0.40276,0.09676,0.09812,0.11108000000000001,0.023399999999999997,0.27552,0.14232,0.09964,0.48568,0.0634,0.16352,0.45968000000000003,0.20199999999999999,0.19384,0.4028,0.08779999999999999,0.20892,0.06276,0.2368,0.16228,0.198
9,0.49116,0.14348,0.12516,0.52756,0.30204000000000003,0.23879999999999998,0.41464,0.1358,0.0786,0.0,0.10212,0.08195999999999999,0.18347999999999998,0.04024,0.41479999999999995,0.04,0.10439999999999999,0.08116,0.09964,0.25588,0.0658,0.09484,0.50904,0.06276,0.13596,0.48024,0.20920000000000002,0.20896,0.41479999999999995,0.01892,0.23443999999999998,0.02316,0.20376000000000002,0.08776,0.22104
